NAME,CLUB,LEAGUE,NATION,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL,WORKRATE,STRONGFOOT,WEAKFOOT,SKILLMOVES,LOADDATE
Franco Sbuttoni,Atlético Tucumán,Argentina Primera División ,Argentina,CB,Silver,69,72,64,56,65,44,72,Low / High,Left,3,2,
Mattia Valoti,Spal,Italy Serie A,Italy,CM,Silver,69,67,41,55,57,69,73,Medium / Medium,Right,4,3,
Philipp Klement,SC Paderborn 07,Germany 2. Bundesliga,Germany,RM,Silver,69,79,66,64,72,47,60,Medium / Medium,Left,3,3,
Filip Kiss,Al Ettifaq,Saudi Dawry Jameel League,Slovakia,CDM,Silver,69,79,57,59,67,63,70,High / Medium,Right,4,3,
Dylan Vente,Feyenoord,Holland Eredivisie,Netherlands,ST,Silver,69,74,59,65,74,31,52,High / Medium,Right,4,3,
Mamadou Kone,Málaga CF,Spain Segunda A,Ivory Coast,ST,Silver,69,73,52,63,67,66,71,High / Low,Right,3,3,
Ondřej Petrák,1. FC Nürnberg,Germany 1. Bundesliga,Czech Republic,CDM,Silver,69,65,50,63,60,66,72,Low / Medium,Right,3,3,
Damian Zbozień,Arka Gdynia,Poland Ekstraklasa,Poland,RB,Silver,69,57,62,65,70,38,61,High / Medium,Right,3,2,
Claudio Bieler,San Martin de Tucumán,Argentina Primera División ,Argentina,ST,Silver,69,79,64,64,71,66,72,High / Low,Right,3,3,
Todd Kane,Hull City,England EFL Championship,England,RB,Silver,69,89,59,56,73,34,49,High / Medium,Right,2,3,
Daryl van Mieghem,De Graafschap,Holland Eredivisie,Netherlands,RM,Silver,69,70,24,53,47,67,72,Medium / Medium,Left,2,3,
Kristoffer Zachariassen,Sarpsborg 08 FF,Norway Eliteserien,Norway,CM,Silver,69,31,33,55,53,71,62,High / High,Right,3,3,
Jonathan Pereira,AD Alcorcón,Spain Segunda A,Spain,ST,Silver,69,50,35,52,45,69,72,High / Medium,Right,3,3,
Valeriy Luchkevych,Standard Liège,Belgium Jupiler Pro League,Ukraine,RM,Silver,69,59,29,42,43,67,82,High / High,Right,3,3,
Dennis Johnsen,Ajax,Holland Eredivisie,Norway,LW,Silver,69,79,70,63,71,35,55,Medium / Low,Right,0,3,
Joãozinho,Tondela,Portugal Liga NOS,Portugal,LB,Silver,69,69,34,60,62,65,73,Medium / Medium,Left,3,3,
Dimitri Cavaré,Barnsley,England EFL League One,France,RB,Silver,69,75,64,60,65,28,72,Medium / Medium,Right,2,3,
Philipp Hosiner,Sturm Graz,Austria Bundesliga,Austria,ST,Silver,69,70,63,63,72,32,61,Medium / Low,Right,3,3,
Oriol Rosell,Orlando City SC,USA Major League Soccer,Spain,CDM,Silver,69,53,57,64,63,69,67,Low / Medium,Right,4,3,
Jimmy Giraudon,ESTAC Troyes,France Ligue 2,France,CB,Silver,69,53,28,39,49,67,72,Medium / Medium,Right,3,2,
Dani Nieto,CD Numancia,Spain Segunda A,Spain,RM,Silver,69,67,42,71,66,67,68,Medium / Low,Left,2,3,
Lalas Abubakar,Columbus Crew SC,USA Major League Soccer,Ghana,CB,Silver,69,78,62,64,70,28,64,Medium / High,Right,2,2,
Craig Forsyth,Derby County,England EFL Championship,Scotland,LB,Silver,69,77,67,66,70,52,71,Medium / Medium,Left,3,2,
Dino Arslanagic,Antwerp,Belgium Jupiler Pro League,Belgium,CB,Silver,69,52,38,44,44,68,74,Medium / High,Right,3,2,
Pelé van Anholt,NAC Breda,Holland Eredivisie,Netherlands,RB,Silver,69,74,65,61,75,29,45,Medium / Medium,Right,3,3,
Joe Abrigo,Tiburones Rojos de Veracruz,Mexico Liga MX,Chile,CAM,Silver,69,80,68,47,66,38,67,Medium / Low,Right,3,3,
Yannick Stark,SV Darmstadt 98,Germany 2. Bundesliga,Germany,CDM,Silver,69,80,65,68,68,63,67,Medium / Medium,Right,4,2,
Alfaro,Córdoba CF,Spain Segunda A,Spain,RM,Silver,69,60,60,69,68,60,63,Medium / Medium,Right,3,3,
Zaydou Youssouf,Girondins de Bordeaux,France Ligue 1,France,CM,Silver,69,82,42,64,65,65,75,Medium / Medium,Left,3,3,
Lucas Aveldaño,CD Tenerife,Spain Segunda A,Argentina,CB,Silver,69,72,51,62,67,67,69,Low / High,Right,3,2,
Aymen Barkok,Fortuna Düsseldorf,Germany 1. Bundesliga,Germany,RM,Silver,69,74,63,66,66,58,63,Medium / Medium,Right,3,4,
Christian Fernández,Real Oviedo,Spain Segunda A,Spain,CB,Silver,69,81,69,62,72,40,73,Medium / High,Left,2,2,
Calvin Stengs,AZ,Holland Eredivisie,Netherlands,RW,Silver,69,65,39,56,54,66,75,Medium / Medium,Left,3,4,
Felipe Seymour,Universidad de Chile,Chile Campeonato Nacional Scotiabank,Chile,CM,Silver,69,77,52,67,67,63,56,Medium / High,Right,3,3,
Frédéric Veseli,Empoli,Italy Serie A,Albania,CB,Silver,69,82,66,57,65,32,71,Medium / Medium,Right,3,2,
Jon Toral,Hull City,England EFL Championship,Spain,CAM,Silver,69,60,24,55,56,70,60,Medium / Medium,Left,3,3,
Javi Moyano,Real Valladolid,Spain Primera Division,Spain,RB,Silver,69,74,65,67,71,58,60,Medium / High,Right,3,2,
Gaëtan Courtet,FC Lorient,France Ligue 2,France,ST,Silver,69,72,65,68,71,62,62,Medium / Medium,Right,3,3,
George Maluleka,Kaizer Chiefs,South Africa Premier SL,South Africa,CM,Silver,69,61,46,72,72,61,52,Medium / Medium,Right,4,3,
Stuart Dallas,Leeds United,England EFL Championship,Northern Ireland,LM,Silver,69,78,32,63,68,65,66,High / High,Right,3,3,
Samuel Eduok,Kasımpaşa,Turkey Süper Lig,Nigeria,RM,Silver,69,67,31,55,59,68,70,Medium / Low,Left,3,3,
Ifeanyi Mathew,Lillestrøm SK,Norway Eliteserien,Nigeria,CM,Silver,69,72,37,65,68,68,65,High / High,Right,3,3,
Aiden O'Brien,Millwall,England EFL Championship,Republic of Ireland,LM,Silver,69,79,43,58,59,66,73,High / Medium,Right,3,3,
Héctor,CD Tenerife,Spain Primera Division,Spain,LB,Silver,69,63,61,70,67,57,67,High / Medium,Left,3,3,
Derrick Williams,Blackburn Rovers,England EFL Championship,Republic of Ireland,LB,Silver,69,57,45,67,65,63,76,Medium / Medium,Left,2,2,
Eddy Gnahoré,Amiens SC,France Ligue 1,France,CM,Silver,69,67,28,49,55,69,69,High / Medium,Right,3,3,
Valerio Di Cesare,Parma,Italy Serie A,Italy,CB,Silver,69,83,66,48,67,26,68,Medium / High,Right,3,2,
Georg Teigl,FC Augsburg,Germany 1. Bundesliga,Austria,RB,Silver,69,79,65,54,68,29,65,High / Medium,Right,3,3,
Joshua Brillante,Sydney FC,Australia Hyundai A-League,Australia,CDM,Silver,69,68,62,69,71,39,53,Medium / High,Right,3,3,
Antonio Balzano,Pescara,Italy Serie B,Italy,RB,Silver,69,76,63,64,70,37,49,High / High,Right,3,2,
Francesco Cassata,Frosinone,Italy Serie A,Italy,CM,Silver,69,35,42,60,48,68,70,Medium / Medium,Right,3,3,
Noguera,CD Numancia,Spain Segunda A,Spain,RM,Silver,69,65,68,70,69,36,59,Medium / Medium,Right,4,3,
Michael O'Halloran,Melbourne City,Australia Hyundai A-League,Scotland,RM,Silver,69,68,38,57,52,67,73,High / Medium,Right,3,3,
Petar Filipović,Atiker Konyaspor,Turkey Süper Lig,Germany,CB,Silver,69,57,38,56,56,66,82,Medium / High,Left,3,2,
Santi Comesaña,Rayo Vallecano,Spain Primera Division,Spain,CM,Silver,69,77,67,57,66,25,71,Medium / Medium,Right,3,2,
Bojan Nastić,RC Genk,Belgium Jupiler Pro League,Serbia,LB,Silver,69,78,66,69,69,64,77,Medium / Medium,Left,3,2,
Jean-Luc Dompé,AA Gent,Belgium Jupiler Pro League,France,RM,Silver,69,73,38,59,68,68,61,Medium / Low,Right,2,3,
Victor Nelsson,FC Nordsjælland,Denmark Superliga,Denmark,CB,Silver,69,69,57,65,66,65,63,Medium / Medium,Right,3,2,
Miguel Murillo,Deportivo Cali,Colombia Liga Aguila,Colombia,ST,Silver,69,73,64,69,72,28,48,Medium / Medium,Right,3,3,
Nathan Byrne,Wigan Athletic,England EFL Championship,England,RB,Silver,69,84,62,63,71,52,59,High / Medium,Right,3,3,
Isaac Sackey,Alanyaspor,Turkey Süper Lig,Ghana,CDM,Silver,69,87,62,60,70,48,75,Medium / High,Right,2,3,
Yoann Salmier,ESTAC Troyes,France Ligue 2,France,CB,Silver,69,52,36,51,48,67,72,Medium / Medium,Right,3,2,
Silvère Ganvoula,VfL Bochum,Germany 2. Bundesliga,Congo,ST,Silver,69,64,67,68,68,52,68,High / Medium,Right,4,2,
Marcelino Moreno,Lanús,Argentina Primera División ,Argentina,RW,Silver,69,70,52,66,71,62,65,High / Medium,Right,3,3,
Adam Taggart,Brisbane Roar,Australia Hyundai A-League,Australia,ST,Silver,69,68,62,69,69,67,65,High / Low,Right,3,3,
Okacha Hamzaoui,Nacional,Portugal Liga NOS,Algeria,ST,Silver,69,73,60,68,71,61,69,Medium / Low,Left,2,3,
Carlos Luna,Tigre,Argentina Primera División ,Argentina,ST,Silver,69,74,67,50,69,31,60,Medium / Medium,Right,3,3,
Stevie May,Aberdeen,Scotland Premiership,Scotland,ST,Silver,69,74,51,59,67,65,76,High / Medium,Right,3,3,
Apostolos Vellios,Waasland-Beveren,England EFL Championship,Greece,ST,Silver,69,69,67,56,64,36,71,Medium / Low,Right,3,2,
Micah Richards,Aston Villa,England EFL Championship,England,CB,Silver,69,40,74,52,66,32,55,Medium / Medium,Right,3,2,
Aníbal Capela,Cosenza,Italy Serie B,Portugal,CB,Silver,69,78,65,58,74,30,50,Medium / High,Right,3,2,
Issam Jebali,Rosenborg BK,Norway Eliteserien,Tunisia,ST,Silver,69,72,55,64,71,70,72,Medium / Medium,Right,3,3,
Miguel Cardoso,Tondela,Portugal Liga NOS,Portugal,LM,Silver,69,61,66,66,67,67,72,Medium / Medium,Right,4,4,
John Verhoek,MSV Duisburg,Germany 2. Bundesliga,Netherlands,ST,Silver,69,92,65,57,74,32,61,Medium / Medium,Right,3,2,
Luděk Pernica,Viktoria Plzeň,Czech Republic HET Liga,Czech Republic,CB,Silver,69,76,73,63,68,29,69,Medium / Medium,Right,3,2,
Ivan Tomečak,Club Brugge,Belgium Jupiler Pro League,Croatia,RB,Silver,69,86,69,60,69,30,74,Medium / Medium,Right,4,3,
Jonathan Grounds,Bolton Wanderers,England EFL Championship,England,LB,Silver,69,76,66,58,70,38,69,Medium / High,Left,3,2,
Pablo Rosario,PSV,Holland Eredivisie,Netherlands,CDM,Silver,69,77,49,53,68,67,74,Medium / Medium,Right,3,3,
Fraizer Campbell,Hull City,England EFL Championship,England,ST,Silver,69,58,67,63,70,63,51,High / Medium,Right,3,3,
Lee Peltier,Cardiff City,England Premier League,England,RB,Silver,69,72,38,57,65,68,61,Low / High,Right,2,2,
Hélder Tavares,Tondela,Portugal Liga NOS,Cape Verde Islands,CM,Silver,69,77,55,69,68,60,68,Medium / High,Right,2,2,
Jarosław Fojut,Pogoń Szczecin,Poland Ekstraklasa,Poland,CB,Silver,69,69,42,64,63,67,68,Medium / Medium,Right,4,2,
Rostyn Griffiths,Melbourne City,Australia Hyundai A-League,Australia,CDM,Silver,69,79,54,64,66,65,66,Medium / High,Right,4,2,
Muralha,Al Hazem,Saudi Dawry Jameel League,Brazil,CM,Silver,69,73,43,53,56,71,59,Medium / High,Right,2,3,
Otar Kakabadze,FC Luzern,Switzerland Super League,Georgia,RB,Silver,69,85,48,56,67,65,64,Medium / Medium,Right,3,3,
Armand Traoré,Çaykur Rizespor,Turkey Süper Lig,Senegal,LB,Silver,69,69,67,49,66,41,67,Medium / Medium,Left,2,3,
C.J. Sapong,Philadelphia Union,USA Major League Soccer,United States,ST,Silver,69,64,31,46,50,67,75,Medium / Medium,Right,3,3,
Matthías Vilhjálmsson,Rosenborg BK,Norway Eliteserien,Iceland,ST,Silver,69,69,68,45,70,22,56,Medium / Medium,Right,3,3,
Perry Kitchen,Los Angeles Galaxy,USA Major League Soccer,United States,CDM,Silver,69,77,65,52,69,27,58,Medium / Medium,Right,4,2,
Daniel Arzani,Celtic,Scotland Premiership,Australia,RM,Silver,69,71,63,68,73,42,41,High / Low,Right,3,4,
Enej Jelenič,Carpi,Italy Serie B,Slovenia,RM,Silver,69,74,63,66,69,47,67,Medium / Low,Right,3,3,
Will Bruin,Seattle Sounders,USA Major League Soccer,United States,ST,Silver,69,69,68,63,71,41,64,High / Medium,Right,3,2,
Loïck Landre,Nîmes Olympique,France Ligue 1,France,CB,Silver,69,44,69,57,65,42,76,Medium / High,Right,3,2,
Jon Flanagan,Rangers,Scotland Premiership,England,RB,Silver,69,46,29,47,47,70,71,Medium / Medium,Right,3,3,
Przemysław Szymiński,Palermo,Italy Serie B,Poland,CB,Silver,69,83,65,58,68,28,63,Medium / Medium,Right,3,2,
Harvey Barnes,West Bromwich Albion,England EFL Championship,England,LM,Silver,69,76,67,57,65,30,64,High / Medium,Right,4,3,
Akihiro Ienaga,Kawasaki Frontale,Japan J1 League,Japan,CAM,Silver,69,71,47,60,58,66,74,High / Medium,Left,4,3,
Maycon,Shakhtar Donetsk,Ukraine Premier Liga,Brazil,CDM,Silver,69,74,65,64,71,38,45,High / Medium,Left,2,3,
Jordens Peters,Willem II,Holland Eredivisie,Netherlands,CB,Silver,69,74,65,64,68,19,57,Medium / Medium,Left,3,2,
Kevin Kraus,1. FC Kaiserslautern,Germany 3. Liga,Germany,CB,Silver,69,75,73,64,71,36,64,Medium / Medium,Right,3,2,
Joakim Mæhle,RC Genk,Belgium Jupiler Pro League,Denmark,RB,Silver,69,90,61,60,71,41,60,High / Medium,Right,2,3,
Jung Jo Gook,Gangwon FC,Korea K-League Classic,Korea Republic,ST,Silver,69,77,40,59,59,62,70,High / Low,Right,3,2,
Negueba,Gyeongnam FC,Korea K-League Classic,Brazil,CAM,Silver,69,76,56,64,66,65,70,High / Medium,Right,3,3,
Declan Rice,West Ham United,England Premier League,Republic of Ireland,CB,Silver,69,36,46,50,54,68,62,Medium / Medium,Right,3,2,
Myziane Maolida,OGC Nice,France Ligue 1,France,ST,Silver,69,69,70,62,67,26,61,Medium / Low,Right,4,3,
Bruno Martella,Crotone,Italy Serie B,Italy,LB,Silver,69,66,36,56,62,68,78,High / High,Left,2,3,
Uffe Bech,Brøndby IF,Germany 1. Bundesliga,Denmark,RM,Silver,69,57,54,71,63,62,70,High / Low,Left,3,3,
Calogero Rizzuto,Erzgebirge Aue,Germany 2. Bundesliga,Germany,RWB,Silver,69,66,66,69,68,44,67,High / Medium,Right,3,3,
Luis Abram,Vélez Sarsfield,Argentina Primera División ,Peru,CB,Silver,69,48,58,60,47,67,74,Medium / Medium,Left,2,2,
Fernández,Córdoba CF,Spain Segunda A,Spain,RB,Silver,69,40,59,64,63,67,61,Low / High,Right,2,2,
José David Moya,Independiente Santa Fe,Colombia Liga Aguila,Colombia,CB,Silver,69,79,68,47,64,29,78,Medium / Medium,Right,3,2,
Andreas Blomqvist,IFK Norrköping,Sweden Allsvenskan,Sweden,CM,Silver,69,66,62,64,67,58,76,Medium / Medium,Right,4,3,
Bashkim Kadrii,Odense Boldklub,Denmark Superliga,Denmark,ST,Silver,69,68,66,66,69,49,62,High / Medium,Left,3,3,
Alex Geijo,Venezia,Italy Serie B,Spain,ST,Silver,69,73,53,65,64,67,65,Medium / Low,Right,3,2,
Pablo Calandria,O'Higgins,Chile Campeonato Nacional Scotiabank,Argentina,ST,Silver,69,83,59,67,70,46,67,Medium / Low,Right,3,2,
Raffaele Schiavi,Salernitana,Italy Serie B,Italy,CB,Silver,69,80,49,58,61,65,65,Low / High,Right,2,2,
Michał Kucharczyk,Legia Warszawa,Poland Ekstraklasa,Poland,RM,Silver,69,45,32,44,43,66,83,High / Medium,Right,3,3,
Elvis Manu,Akhisarspor,Turkey Süper Lig,Netherlands,LW,Silver,69,40,71,60,64,48,72,High / Medium,Right,4,3,
Ben Brereton,Blackburn Rovers,England EFL Championship,England,ST,Silver,69,82,64,60,72,32,69,High / High,Right,2,3,
Yi Teng,Guangzhou R&F,China Super League,China PR,CB,Silver,69,81,60,63,70,36,56,Low / Medium,Right,3,2,
Robin Bormuth,Fortuna Düsseldorf,Germany 1. Bundesliga,Germany,CB,Silver,69,65,57,70,69,48,60,Low / Medium,Right,3,2,
Sven Schipplock,Arminia Bielefeld,Germany 2. Bundesliga,Germany,ST,Silver,69,77,67,59,68,26,63,High / Medium,Right,3,3,
Carl Jenkinson,Arsenal,England Premier League,England,RB,Silver,69,89,34,63,72,62,72,High / High,Right,2,3,
Pomares,Extremadura UD,Spain Segunda A,Spain,CB,Silver,69,61,47,61,63,69,69,Medium / Medium,Left,3,2,
John Lundstram,Sheffield United,England EFL Championship,England,CM,Silver,69,65,42,51,56,66,70,Medium / High,Right,5,2,
Aleix Febas,Albacete Balompié,Spain Segunda A,Spain,CAM,Silver,69,85,34,45,68,66,67,Medium / Medium,Right,3,3,
Ryan Leonard,Millwall,England EFL Championship,England,CM,Silver,69,55,44,57,60,66,75,High / High,Right,3,3,
Zhang Linpeng,Guangzhou Evergrande Taobao,China Super League,China PR,CB,Silver,69,71,37,59,66,64,77,Medium / Medium,Right,4,2,
Verdasca,Real Zaragoza,Spain Segunda A,Portugal,CB,Silver,69,77,66,56,66,38,67,High / High,Right,3,2,
Jakob Glesnes,Strømsgodset Toppfotball,Norway Eliteserien,Norway,CB,Silver,69,68,45,66,65,64,68,Medium / High,Right,3,2,
Rajko Brežančić,SD Huesca,Spain Primera Division,Serbia,LB,Silver,69,74,65,64,71,38,45,High / Medium,Left,2,2,
Giannis Maniatis,Alanyaspor,Turkey Süper Lig,Greece,CDM,Silver,69,76,53,69,70,59,55,Medium / Medium,Right,3,3,
Yuma Suzuki,Kashima Antlers,Japan J1 League,Japan,ST,Silver,69,62,63,62,70,34,53,High / Medium,Right,3,3,
Shogo Taniguchi,Kawasaki Frontale,Japan J1 League,Japan,CB,Silver,69,62,69,45,58,27,73,Low / High,Right,3,2,
Billy Bodin,Preston North End,England EFL Championship,Wales,RM,Silver,69,49,32,50,48,63,81,High / Medium,Left,4,3,
Shintaro Kurumaya,Kawasaki Frontale,Japan J1 League,Japan,LB,Silver,69,68,67,47,60,26,76,Medium / Medium,Left,3,3,
Marcel Hartel,1. FC Union Berlin,Germany 2. Bundesliga,Germany,CAM,Silver,69,55,47,58,60,65,81,Medium / Medium,Right,4,3,
Adrián Aldrete,Cruz Azul,Mexico Liga MX,Mexico,LB,Silver,69,55,47,62,70,68,61,Medium / Medium,Left,3,3,
Jason Lowe,Bolton Wanderers,England EFL Championship,England,CDM,Silver,69,49,23,35,37,67,77,Low / High,Right,3,2,
Miroslav Radović,Legia Warszawa,Poland Ekstraklasa,Serbia,CAM,Silver,69,79,43,63,65,65,61,Medium / Low,Right,3,4,
Rodrigo Aliendro,Atlético Tucumán,Argentina Primera División ,Argentina,CDM,Silver,69,59,62,67,70,63,80,Medium / Medium,Right,3,3,
Hiroto Nakagawa,Kashiwa Reysol,Japan J1 League,Japan,CAM,Silver,69,55,60,68,66,62,67,High / High,Right,4,3,
Takuya Iwanami,Urawa Red Diamonds,Japan J1 League,Japan,CB,Silver,69,88,68,60,70,31,68,Medium / Low,Right,3,2,
John O'Shea,Reading,England EFL Championship,Republic of Ireland,CB,Silver,69,55,34,52,53,67,70,Medium / High,Right,3,2,
Steffen Hagen,Odds Ballklubb,Norway Eliteserien,Norway,CB,Silver,69,73,48,64,65,66,65,Medium / Medium,Right,3,2,
Scott McKenna,Aberdeen,Scotland Premiership,Scotland,CB,Silver,69,36,48,51,44,65,79,Medium / High,Left,3,2,
Marco Matias,Sheffield Wednesday,England EFL Championship,Portugal,CF,Silver,69,69,63,67,72,58,58,Medium / Medium,Right,3,4,
Diego Zabala,Unión Santa Fe,Argentina Primera División ,Uruguay,RM,Silver,69,78,65,60,67,37,63,High / Medium,Right,3,3,
Elias Cobbaut,Anderlecht,Belgium Jupiler Pro League,Belgium,LB,Silver,69,77,65,56,67,39,65,High / High,Left,4,2,
Collin Quaner,Huddersfield Town,England Premier League,Germany,ST,Silver,69,69,65,68,66,60,70,Medium / Medium,Left,4,3,
Gabriel Carabajal,Patronato,Argentina Primera División ,Argentina,RM,Silver,69,57,47,65,64,67,80,Medium / Medium,Right,3,3,
Marc Wilson,Bolton Wanderers,England EFL Championship,Republic of Ireland,CB,Silver,69,71,66,48,63,31,80,Medium / High,Right,4,2,
Hichem Belkaroui,Al Raed,Saudi Dawry Jameel League,Algeria,CB,Silver,69,87,62,58,71,30,47,Medium / Medium,Left,3,2,
Daniel Pavlovic,Crotone,Italy Serie B,Bosnia Herzegovina,LB,Silver,69,67,69,57,68,29,63,Medium / Medium,Left,3,3,
Ricky Holmes,Oxford United,England EFL League One,England,LM,Silver,69,49,57,63,68,62,68,Medium / Medium,Right,3,3,
Matúš Bero,Vitesse,Holland Eredivisie,Slovakia,CAM,Silver,69,82,50,54,62,64,79,High / Medium,Right,3,3,
Timo Beermann,1. FC Heidenheim,Germany 2. Bundesliga,Germany,CB,Silver,69,86,29,59,65,62,63,Medium / Medium,Left,3,2,
Brahim Díaz,Manchester City,England Premier League,Spain,LW,Silver,69,73,67,48,66,33,75,High / Medium,Right,4,3,
Jarosław Niezgoda,Legia Warszawa,Poland Ekstraklasa,Poland,ST,Silver,69,71,70,66,73,42,54,Medium / Medium,Right,4,3,
Ermir Lenjani,FC Sion,Switzerland Super League,Albania,LB,Silver,69,89,63,53,66,23,73,High / Medium,Left,3,3,
Michiel Jonckheere,Oostende,Belgium Jupiler Pro League,Belgium,CM,Silver,69,75,68,59,60,33,78,High / High,Right,3,3,
Hong Chul,Suwon Bluewings,Korea K-League Classic,Korea Republic,LB,Silver,69,58,39,53,58,66,78,High / Medium,Left,3,2,
Keegan Rosenberry,Philadelphia Union,USA Major League Soccer,United States,RB,Silver,69,55,53,51,52,67,69,Medium / High,Right,3,2,
Dimitri Bisoli,Brescia,Italy Serie B,Italy,CM,Silver,69,71,29,49,48,68,74,High / High,Right,3,3,
Andrei Ivan,Rapid Wien,Austria Bundesliga,Romania,RW,Silver,69,87,63,57,73,31,45,High / Low,Right,4,3,
Christopher Avevor,FC St. Pauli,Germany 2. Bundesliga,Germany,CB,Silver,69,75,55,64,71,60,62,Medium / Medium,Right,2,2,
Javi Galán,Córdoba CF,Spain Segunda A,Spain,LB,Silver,69,74,67,63,72,36,59,High / Medium,Left,3,3,
Carlos Muñoz,Unión Española,Chile Campeonato Nacional Scotiabank,Chile,ST,Silver,69,78,68,61,71,39,65,High / Low,Right,3,2,
Mathías Olivera,Albacete Balompié,Spain Segunda A,Uruguay,LB,Silver,69,58,35,43,50,67,73,Medium / Medium,Left,3,2,
Exequiel Palacios,River Plate,Argentina Primera División ,Argentina,CM,Silver,69,74,55,59,61,65,82,Medium / Medium,Right,4,3,
Joe Corona,América,Mexico Liga MX,United States,CM,Silver,69,80,65,54,71,29,65,Medium / Medium,Right,3,3,
Josh McEachran,Brentford,England EFL Championship,England,CM,Silver,69,85,60,62,66,62,72,Low / Low,Left,3,3,
Borna Sosa,VfB Stuttgart,Germany 1. Bundesliga,Croatia,LB,Silver,69,75,62,64,68,32,70,High / Medium,Left,3,3,
Jean-Kévin Duverne,Racing Club de Lens,France Ligue 2,France,CB,Silver,69,31,59,71,51,69,67,Medium / Medium,Right,3,2,
Stephen Kingsley,Hull City,England EFL Championship,Scotland,LB,Silver,69,69,33,54,59,66,68,Medium / High,Left,2,3,
Gonzalo Montiel,River Plate,Argentina Primera División ,Argentina,RB,Silver,69,84,59,63,69,60,71,High / Medium,Right,3,2,
Luca Mora,Spezia,Italy Serie B,Italy,CM,Silver,69,71,63,66,69,55,75,Medium / Medium,Left,3,3,
Alejandro Camargo,Universidad de Concepción,Chile Campeonato Nacional Scotiabank,Argentina,CM,Silver,69,44,36,53,56,65,72,Medium / Medium,Right,3,2,
Jhon Lucumi,RC Genk,Belgium Jupiler Pro League,Colombia,CB,Silver,69,75,56,66,70,50,52,Low / High,Left,3,2,
Tom Bradshaw,Millwall,England EFL Championship,Wales,ST,Silver,69,75,62,63,71,53,65,High / Medium,Right,3,3,
Stanislav Tecl,Slavia Praha,Czech Republic HET Liga,Czech Republic,ST,Silver,69,54,66,53,56,32,76,High / Medium,Right,2,3,
Alexander Kačaniklić,FC Nantes,France Ligue 1,Sweden,RM,Silver,69,70,52,62,65,64,64,Medium / Medium,Left,4,3,
Mariano Barbieri,Union La Calera,Chile Campeonato Nacional Scotiabank,Argentina,LM,Silver,69,65,65,56,66,37,60,High / Medium,Right,4,3,
Patrick Erras,1. FC Nürnberg,Germany 1. Bundesliga,Germany,CDM,Silver,69,59,35,56,58,62,71,Medium / High,Right,3,2,
Óscar Scarione,Göztepe,Turkey Süper Lig,Argentina,CAM,Silver,69,79,57,63,65,63,75,Medium / Low,Right,3,3,
Zsolt Korcsmár,FC Midtjylland,Denmark Superliga,Hungary,CB,Silver,69,51,42,48,47,69,72,Medium / High,Right,3,2,
Germán,Granada CF,Spain Segunda A,Spain,CB,Silver,69,70,52,59,67,67,70,Medium / High,Right,2,2,
Taiwo Awoniyi,AA Gent,Belgium Jupiler Pro League,Nigeria,ST,Silver,69,68,41,53,55,67,75,Medium / Medium,Right,3,3,
Leandro Bacuna,Reading,England EFL Championship,Curaçao,CM,Silver,69,73,59,62,68,59,78,Medium / Medium,Right,3,3,
Pedro Pereira,Genoa,Italy Serie A,Portugal,RB,Silver,69,77,61,62,67,34,60,High / Medium,Right,2,3,
Damian Dąbrowski,Cracovia Kraków,Poland Ekstraklasa,Poland,CDM,Silver,69,67,66,41,63,22,66,Medium / Medium,Right,3,2,
Alex,Vitória Setúbal,Portugal Liga NOS,Portugal,LW,Silver,69,80,58,59,74,24,48,Medium / Medium,Left,3,3,
Yann-Erik de Lanlay,Rosenborg BK,Norway Eliteserien,Norway,LW,Silver,69,40,52,70,65,62,64,High / Medium,Right,3,3,
